address,network,amount_usd
0xa02086f132afc89d0e129f323811f19bd13f7965,evm,673331.944550206
0x1307dd0eb9cb769a1a19f7be288979aced5f0836,evm,672729.574560683
0x4ca93ddf8a8d55212f9915d522efcefd3232b546,evm,671272.887147415
0x98a808a1f425bc2d11cccd291d5757b623c5a71b,evm,660335.268029643
0x46633b491c0dd7b245f47da22855f33fa20a4e06,evm,659976.310045507
0xb3de8131a42897f8a997dcd1d69f0f02db956402,evm,657757.044763538
0x10b5f02956d242ab770605d59b7d27e51e45774c,evm,654832.972591493
0x80dfce00b7e272f189a4366595082ca90e9fa146,evm,642374.582406613
0x33770fbc3952d5c85eedf780ca63e15c009defaa,evm,642188.577814052
0x8229f84384d2b2c0b21bba1120208a2106b384c8,evm,640497.03843256
0xe14ad9b7d0056f14cd8a22c0d0bef247711ae8f0,evm,639873.833403542
0x1c146118f90d8a40109ac5b32ff27acf8b130e36,evm,639234.128823064
0xbaefdcdaffcef4efea8e74f69b73d7eb1eeff288,evm,635525.724899002
0xcda27858057fb7b1810e2748f99a9dff2defd3b4,evm,624284.927726283
0x81d8068ff88bb058878017d2a613fd55936ff599,evm,622910.565192017
0x966364061c7753d8db35afc8e650b896aa1314e0,evm,622386.850016138
0x6ee1be55f94c593bafb801f9cfb2d1fa79125ff6,evm,620430.82849262
0x79660dfb1fd9e1298db3fd07dca5b1e49bb0383a,evm,613704.121650047
0xaa104a4ffff8481c1303e2ead1bf136d00433689,evm,612842.961687255
0x26aa2786a93162925be8cc9f228d509b853837b4,evm,609375.622562389
0x82ffe2b9e3724656a53f87a620830c36e992889c,evm,605734.879747101
0x31696a2dfa14eb6a99853c9b43269b60535718eb,evm,602461.044570485
0x35ce1677d3d6aaaacd96510704d3c8617a12ee60,evm,599885.876692989
0xd247026e321abf06ec44fe46702a655c3965355e,evm,599217.879445657
0x6a2d41c87c3f28c2c0b466424de8e08fc2e23edc,evm,593272.557240209
0x87d76882d83a283f10a14a2387fdfdbbb077d827,evm,592783.316694428
0xdb0d7889ad440a19e22367449ec96a7baca85319,evm,588383.67821328
0xbc1fe45790484897ee33e573d1e9cb855a3f2917,evm,584881.838116251
0x7fdaaee637a218f6eb0c467860a6547ee3bdc6d7,evm,584852.476090848
0xe623103d88c8a35717807777a0cdb783f3ba558a,evm,581040.718008671
0x831332f94c4a0092040b28ece9377afeff34b25a,evm,579134.41755773
0xf6e2f022a7510664b764458806917004af022222,evm,577491.905009581
0x489e2efa9cc8927835709f7026330d04924475b6,evm,568613.779944071
0x3c93ec277ae9600fa6ee40c26d23e728defc47f6,evm,564120.198838193
0x369c36dc76f58844a87a07c1060958a4275a3425,evm,562094.275556901
0xeb00524f87bfb149f9ef28c9a9f29a86c2bf077c,evm,561901.418057548
0x22866e412795348997786336309b04bb80c228ca,evm,559850.94784949
0x15dc45098e220a61c307303f16bec8d67dc88d36,evm,559599.449123724
0x0f8f05871cc7849299802cef58c926658fba5113,evm,558253.557315076
0x84765a080977b4c0a574fc6bfc5610eeea907843,evm,556640.284102408
0xfb153d02fcccb2e7134b221c2ed72e8b3f23ea39,evm,551603.600246243
0xa746b456a137ac6acc413f3c16d3ef2ea2d0514c,evm,549924.232332563
0x1587d7bf992a854a23ffd7b1bcf96393d978dfae,evm,545248.552200115
0x1f36e4aeda53f7fac687a8d3ee97d6a4909de512,evm,542330.944038999
0x743fc05850fac2ce03251704cda96f5e09146cac,evm,539201.310057417
0xe2262b6a9e049e1c9e7675b32090744e7dbd8fae,evm,536173.315899293
0xfe7bcb3676aabe9a6b39cb23f3a5fa41eed7ad1b,evm,535589.450770897
0x5d350f07c1d9245c1ecb7c622c67edd49c6a0a35,evm,533806.488202633
0x154d3a69af6e1fe23f5fa72bd47104450ebc1072,evm,533188.641549997
0x795b7c95ac6d79c6aa2cc2df4fc93c795c6beb95,evm,530116.222690528
0x9f3a790d6332a1820c214c97927a2a164ea7605b,evm,526458.46118746
0x8e8f8e1046527f2f75bce71b4481d647e527bbf3,evm,519203.411246901
0x16001c457e39ad2e5bd2b66f4427dfe331f8cb97,evm,514825.800448171
0xe67a455eb93e92c379ed9e27228d2eadb7ea9ad9,evm,511963.459460358
0x9ae0a9aa8864f270e069f7a920d55de120f2f0a8,evm,508152.611044936
0xad5c1fdfd5b776d40e22a1451c61aec360029c06,evm,506472.995142657
0x31781a848945dfb78b12cae7ead7aab3caf676a5,evm,499077.183333135
0x684566c9ffcac7f6a04c3a9997000d2d58c00824,evm,496364.165535831
0xbce83a30255f01f98244b83ac8a7aaf7aaccc4e0,evm,494399.810284294
0x20ba5ed762e521d5745bc69ebae92ce5209dac97,evm,493171.881115571
0x1f10564bad9367cff4247a138ebba9a9aaeb789e,evm,491135.193147137
0xf3bd51b76315ed6efa7388a16e618d7ada3e3f1f,evm,490302.429464429
0x2a873f66084fbe4f284771f199fca94fbea0054e,evm,490232.457994281
0xff6cddaed038bb97db75ca0ffcf80297321ac670927b5df63e9a3c2c999c1a29,aptos,485635.588758614
0xe1aaf39db1cd7e16c4305410fe72b13c7add17e6,evm,483551.152996404
0xcb3f3e0e992435390e686d7b638fcb8baba6c5c7,evm,483551.15289642
0x5ae3e05aee23b4da1fc32babfd90f854fee84ef8,evm,475794.291071907
0x108557acdaeba3b8f9fe9bcb14a0863a455eaf2e6f3822f0d79863e83021a729,aptos,470085.455705934
0x7ec8d24d4014c27647e974b271d8000ebffc35b2,evm,466549.794087174
0x1e3259320959c200027a17b5dedb886914e88698,evm,466335.993980815
0xc0b3974c64ba269a0ebd5dd698ac496fcb817aa9,evm,465819.677060667
0x1021604bd990aea7b75c28018f488570819aad05,evm,464745.970829462
0xb47c9824dba412eef3bbe36dd32dc3514e17e146,evm,461489.771260965
0x56c5d4f8f9fddb77b7cef37f0e6099eaee592fbd,evm,460315.340104614
0xa88badb259c8f8c8f859d0f1ed9fd1f0aed1e0e4,evm,459861.126933738
0x3879d62ec59713ffa2629015dd35874e22dd9fb8,evm,459229.292087553
0x3fd951c977f13f437ebb09f745ab78f543229959,evm,458516.326690354
0xee0f91b31c883f98c6bf73d3db27eca2be807e43,evm,449231.171206569
0x1b4814d505b7301423aaf95e169b99b7e62048c4,evm,447662.825058785
0x4dfa03c64abd96359b77e7cca8219b451c19f27e,evm,444862.390898071
0xaa328221abb2a1931adc38140c70ff382fe6276f,evm,441784.392798128
0xf5e57e4202268ddf3d4bcca92cfeb9fbf0aa535c,evm,439392.823746534
0x6d28f46e0698a2f217c72ff4e86dbfbac422b1c4,evm,438301.168027037
0x22fc3b7cf329d85db1aca25a6e671fec8728de63,evm,437341.110030483
0xb65fbd092b38859705a4c8a0b774708b475908e0,evm,432518.768991027
0x17eca3a2afdff586e5d66c992554ea29ff9cb11d,evm,430053.306772781
0x1e52e9890e66a5e6658fa73bb400919811578545,evm,429875.316290368
0x6a963573b9a7aaef9cb9eee747e1b6b2c21b0520,evm,428835.706168734
0xacc33e6bd41d6003334149151d20931c4d449178,evm,428415.922333175
0x539ded8bd7b986e525c12722e42edc912fa2ed69,evm,426398.877073108
0xdbe60524c61b0c35cd23e5c5cdf92578e58b24e1,evm,425807.367644865
0x409b66e9afebad385a13d6b18fe4d991cdd42725,evm,425670.138353428
0xc390eec58076ef4ace71eae9c155a7ebf71464b9,evm,425334.349598613
0xb34eb9b940955a5a71108e0ab69d1271f4b360c5,evm,425014.844306166
0x2b798f1b8333c24b92fbbe19acaebf07fd18db27,evm,424297.773853117
0x3fcde6086876937fd2651215dabb73f1c68d7770,evm,423151.151033574
0x2f3caa7637d5e7270091156d399cd06a8633d1dd,evm,422216.066357448
0x9a5919cb07c4842f1aff0c3c07df483be8b48d2c,evm,421253.223442036
0x0776c06907ce6ff3d9dbf84ba9b3422d7225942d,evm,421101.498310896
0x1fb07daf34c569aea47826c3f40fcab6576dc0e1,evm,420263.545001325
0x9b791115072a1828071fbe890c74566552aeab8a,evm,413992.89730435
0xba0e319ca5474b704cb20d348beebe3106c46d7e,evm,412434.334326945
0x6c3d8872002b66c808ae462db314b87962dcc7af,evm,411401.253005766
0xad93168e93d9776501006cd523daa0b5fe0e1cb3,evm,411319.526519636
0x6627a775f57fd3be95759b6630885843a402bd98,evm,411247.723714822
0x34922627b7244d47729f03b33eb45d8d263d116b,evm,410432.357927695
0xd351d24bd828544d5fe8710c515e2450195281b3,evm,408227.75991843
0x4a13f1807b5f6fceca958aee5aef0590e9c03953,evm,406054.171364022
0xfb2cdfeb21c19753955cf2af0ceda5a951704206,evm,401062.126081821
0xf2326efe1d84f6b5caf6239d7594db01a67bca94,evm,398097.397847516
0xe3f716134f39a860511d4c600765e3ec550aad79,evm,397550.88207599
0x87bac552b0b585a7b457354f4cfb3e9c2042a882,evm,396808.788446809
0x3e53029b647248ea368f59f4c9e6cdfd3eafa3ae,evm,395917.432074694
0x9018ccd4ca33b78853f505f2b34327b20cd03054,evm,393559.311966646
0x975d7e95777519fa94c7154181d6d81861f11a3c,evm,386688.762722682
0x134e90bdbc940d5a18b97c1ed35a8f478a72df58,evm,386130.518349431
0x04c7a45c8d7dcfae321437d0793bc7ee2717a310,evm,381550.45426231
0xa5401fa7bc4458a8412cc5c74203c3a690058edd,evm,377045.435685128
0x377d133039c19242bc6699c17a200727257cf2fd,evm,375701.842546812
0xc9d3e0a8c10d646d04830c6e98652b6afad1713e,evm,375032.082683041
0x732a57e49d450d6cf32170a58844cf47e1fe403f,evm,373298.621129375
0x668dd37fe823d8b320d2a5287e4e23585b3dbce5,evm,372143.877632116
0x89dd305ffbd8e684c77758288c48cdf4f4abe0f4,evm,371667.424482609
0xdea010bdb8da3996d63495ee2b631ca47813b536,evm,371016.006290414
0x6b592196cfe0b66e89089b21c7d2688da8ab17af,evm,370435.860408143
0x65a002456c6485d86c2d4e91f9cd4b3b2d48b74e,evm,366098.793430636
0xce0bb29515964a6d2ba4e0f830c70e1b98b0b718,evm,365491.084258489
0x1fddfa3b87c9ea427dfd75ecd5cdd3b36b5059e0,evm,364110.611189892
0x939bd8d64c0a9583a7dcea9933f7b21697ab6396,evm,362329.210423131
0x07d06e371e3999fa8d538e948acbafe3a418844d,evm,361083.04319119
0x4b4ebef7df098a255f868ed555286178e9678ca0,evm,360678.897532385
0x5d1a687e1ee354dacf16e85e0d0b846a9a9c2f98,evm,359015.070718486
0xb54cc7edfb3f4a025d1c9e1b59715e5d902642be,evm,357958.689316823
0xd8912300c2b96d9f2fb8f4a9cfea351ebe2a696e,evm,355830.691392894
0x904d0e890aca3e04f5d09c208450ac847975107d,evm,355174.334316275
0x651041eec7df7734d048ce89241f2dcbc0d02735,evm,352267.045227194
0x49e87373a1c1e57a7244f6a010b862bb9186cd2a,evm,351661.391854199
0x460f305dd1fea45eaafb34f951d20e1e367b0ee5,evm,349928.504809975
0x1d4f180296361eb923a0d156d2393e6a3be780e1,evm,349590.821104866
0xa599b48dc718b0d13b749bb67d25e19c09e5260f,evm,348908.003945997
0xc48467ba55cf0b777978f19701329c87949efd3c,evm,348782.41336251
0x2b352eb71fd387f31e3e60f83ac7fbf25996215a,evm,348075.929262405
0x0dbed4ff0784c813beddd60db05c10b1dd1cf63b,evm,347353.892807428
0x6b6142250073728458d789e4aaa1dee0f09d31b1,evm,344538.666220979
0x9d658487b33c34577f922f01ca3056bfbc75e350,evm,341192.802709915
0x1b190d61167c63ab1ac1bce21317439ab5280653,evm,340312.100609459
0xecb008f4741465f9f169ec11a50aa8871e423f33,evm,336683.463215874
0x68684c7d380a1ae2c553252b65f3e82d0e35a1c3,evm,336651.41734656
0x78e87b126145a3cee96e204c2497ce7475204824,evm,332935.558537469
0xfeb0819a3d00eacf1d8f593d2538c33d34b76274,evm,332742.293456211
0xf6c7db7081af395229d34580e579821d75bcc37a,evm,331422.673796182
0x58e420487386bea9503401abdaf673a495d247d5,evm,328600.201808522
0x5757a514aef25ff8909614489766053400f5de86,evm,327409.82700375
0x50573352064dfc51abee7bccb6113642abe80908,evm,322990.324451918
0x53e06464929240c4740f480d540c6a039c1118ed,evm,322341.213585875
0xbdf43727ec2b97209949380ff4687969f880f194,evm,320663.247106613
0xc73d249634b7ac295275cb92cafaa9ac279e363d,evm,319719.258253262
0x380ba929de57d8f74b418f0c90d0d1cb19df914c,evm,318694.403849303
0xdaa8c7d7dea9a333c47a8f1969b43cd61a484e4c,evm,317773.557832567
0x4debe508d4fa7da16cbaeb6226749053fb07a760,evm,317721.953960861
0xb14ff1e03a52d88c4f699489eff2e67d10eef1b5,evm,317175.356081014
0x2ae65962c6778030caa7c291090c4ddc62ced54c,evm,315807.132939392
0xe0c3ab2c69d8b43d8b0d922afa224a0ab6780de1,evm,312424.124204546
0x2c46021a668e4e29f3a57c1d6ce2674429efb4df,evm,311815.181236827
0x2ce6dc3e1d5553cf1e4801ebaa6075fca361300c,evm,310056.044128945
0x1f9730d6a1b45b76ae2919cb178160a6419920ac,evm,309943.891425273
0x449710aadf0a1d8275445436e40451411613eb22,evm,306097.16504838
0x4aa7f403114d1a1b7098da8f01a169d74243415c,evm,304318.180665955
0x96e8925a759dc908e9bf9189685acdf1d991a98e,evm,304074.95187428
0x661a936ebd112cfc8ed6f7da2b9873c397c5bb49,evm,303126.98887785
0xc6b6926ef8b7218f054d64b52ac455aed22d690b,evm,303009.156406127
0x92f4f45b7550f4e10e97f2082baf86a170864ac2,evm,302751.99010415
0x98cee7d68bb10d5e86f22e0eaacbed9d99437ea8,evm,299420.974514808
0xa306981cf12c8f32c2fe556cf9709f6304dfeec8,evm,298481.255873421
0x204d4eade9c511b90b6381a29be05c47f1999782,evm,298379.177657044
0x4eebadc098daaed42aaca240091c168cbff2ae39,evm,298124.415669649
0xb50033832f5cb780fa2d04a0e3137a887e075c39,evm,297311.69942312
0xe679606a764abc8e2305cb6fd99cf6495ebe3323,evm,297156.140859132
0x8fbdf88fe91c36d1bd05df79f72e02a14ec32bbf,evm,295629.376252967
0x312874c97cdd918fa45cd3a3625e012037850ebe,evm,295215.242068971
0x92a08c540fd008cf3108596d956ffca2649fad44,evm,294637.411671833
